bf925727-041e-49cc-a7f2-7cc7ae6e3296,gpt3,aqua_rat,sympy,4,
9beadaa5-01c2-4f59-a3e9-e54d7728076e,gptturbo,multiarith,arithcot,8,general
9b6287f6-2926-40bb-9802-cd69c297a32f,gptturbo,multiarith,arithcot,8,general
a1183cac-73bb-4c2f-be3a-795523471c14,gptturbo,multiarith,arithcot,8,general
eac0770e-3884-4568-957e-e3727f085c97,gptturbo,multiarith,arithcot,8,general
1b4af5e2-dbda-471c-8ac6-86ff7e4dd498,gptturbo,multiarith,arithcot,8,multiarith
ae753ae8-79f3-4123-a713-73843d64ec71,gptturbo,multiarith,arithcot,8,multiarith
76734cbd-0617-456a-8b0b-a63c8ebfd2d5,gptturbo,multiarith,cot,8,general
33ee978c-6660-4028-8ed6-cd5c85d2313c,gptturbo,multiarith,cot,8,general
01e1cbef-1683-4f48-b4c8-e1efc7f567cd,gptturbo,multiarith,cot,8,generalvar
6b5eed25-ebc2-4d80-b024-ea30e1b31a73,gptturbo,multiarith,varcot,8,general
5ecd92f7-3667-4a2e-b267-c8b4fc326d07,gptturbo,multiarith,varcot,8,general
b5dae1bd-58c6-4f31-ba45-e34589418777,gptturbo,multiarith,varcot,8,general
4b0a9803-c06e-4071-bf91-22d6ee197342,gptturbo,multiarith,zero-cot,8,general
b3cb6282-e910-44f6-9900-4a28c1369672,text-davinci-002,multiarith,arithcot,8,general
ef2b4567-a132-4d58-be27-807745f10785,text-davinci-002,multiarith,cot,8,general
88b1418e-71a0-4b96-8a8f-be1f30305543,text-davinci-002,multiarith,cot,8,general
2e6a0587-842f-4c88-9337-ffa4bfefbe61,text-davinci-002,multiarith,varcot,8,general
b57c0bb2-7a6a-4d31-bbca-bdd48b38ab8e,text-davinci-002,multiarith,varcot,8,general
a015bac1-a0d1-4c29-898c-c83ee5c69690,gptturbo,multiarith,sympy,4,
2da91f4e-b50f-4848-bb81-18473e1d0d14,gptturbo,multiarith,cot,4,
6de5611a-e4a6-4dbb-bb2a-f17a22e51cf9,gptturbo,multiarith,cot,8,
0ab2c711-8d3e-4272-91f0-20848972f217,text-davinci-002,aqua_rat,cot,4,
d1d19d38-5545-46d1-a1c8-8bb7d62c1071,text-davinci-002,aqua_rat,sympy,4
