c539fa25-73c6-462c-b928-eb19f0f77681,gptturbo,multiarith,cot,1,general
7d2c4371-8500-4c01-a395-ebf2a17090fd,gptturbo,multiarith,cot,2,general
68f22082-ee8c-4e79-bf2d-ca0631a40daa,gptturbo,multiarith,cot,4,general
9db01da6-1bba-4aef-a026-7c12b6f1af23,gptturbo,multiarith,pycot,1,general
7b903feb-44d8-433a-809d-16265a48b2c5,gptturbo,multiarith,pycot,2,general
d708afa1-cc71-4761-a30e-e3f1ae79c455,gptturbo,multiarith,pycot,4,general
43b16f44-67ee-4f6a-97fe-e1e6e8eed2ac,gptturbo,multiarith,pycot,8,general
508aa24e-ce11-4aa7-a644-2eda9dff7298,gptturbo,multiarith,sympy,1,general
508aa24e-ce11-4aa7-a644-2eda9dff7298,gptturbo,multiarith,sympy,1,general
0fe39251-a044-49e9-b20d-200898336817,gptturbo,multiarith,sympy,2,general
0fe39251-a044-49e9-b20d-200898336817,gptturbo,multiarith,sympy,2,general
71e6795e-402b-4c16-8002-f291ca04af63,gptturbo,multiarith,varcot,0,general
677e53b3-b5fd-4b5d-bc09-3ff7ef6a10fa,gptturbo,multiarith,varcot,1,general
493e5f0e-4bf3-4768-932a-cb8c052ec58d,gptturbo,multiarith,varcot,2,general
5f52ac6c-be66-44ff-b879-dffb01c81688,gptturbo,multiarith,varcot,4,general
bc476773-e967-44fd-927f-0d7052a13bb1,gptturbo,svamp,cot,1,general
52e70a84-c5c3-42d7-8d7f-4c0abe0a4cce,gptturbo,svamp,cot,2,general
4618dcb7-702a-4dc1-add0-94410d2d859d,gptturbo,svamp,cot,4,general
3a9e3d33-aced-4d55-92f0-ab1a08df8ecd,gptturbo,svamp,cot,8,general
e56a1ec9-afca-404d-8785-a4eda4039918,gptturbo,svamp,pycot,1,general
f9969f0c-da08-42b4-bb9c-46c7f61b41ad,gptturbo,svamp,pycot,2,general
f545bad2-9bf0-4f84-9ae2-fa838031f6f7,gptturbo,svamp,pycot,4,general
c86f76e9-5788-460e-ac33-cd72e664e83d,gptturbo,svamp,pycot,8,general
8060c134-dd54-466c-b6b4-130d2c930893,gptturbo,svamp,sympy,1,general
69479453-041e-4d7b-9f6a-2e64364217dd,gptturbo,svamp,sympy,2,general
a0b5f947-4a33-4f93-8d60-ffb972cf953d,gptturbo,svamp,sympy,4,general
3858d2b5-594f-45c1-8101-17d6c96e4605,gptturbo,svamp,sympy,8,general
48d583fb-d328-4032-bd3d-da5c6ae4923d,gptturbo,svamp,varcot,4,general
82f0e4b7-91c5-474e-b692-afae34064dc4,gptturbo,svamp,varcot,8,general
415636a8-435e-4057-bffd-700e0b01a453,text-davinci-002,aqua_rat,cot,1,general
11dc277e-b354-4bf7-b74d-726e0eb267d7,text-davinci-002,aqua_rat,cot,2,general
c72288d4-e523-4ef7-806a-6c12e59d3154,text-davinci-002,aqua_rat,sympy,1,general
476a966f-b005-4594-bac7-dc35045b7048,text-davinci-002,aqua_rat,sympy,2,general
a50d1748-dc9b-4226-9eb7-42f59777a230,text-davinci-002,multiarith,cot,1,general
b0bca29d-445e-4f9a-9ff8-c9861a352ee5,text-davinci-002,multiarith,cot,2,general
0ceb9262-cfad-43ea-bcda-b8e05bdff580,text-davinci-002,multiarith,cot,4,general
2b35ac28-9316-44fe-b2b8-5714ec312386,text-davinci-002,multiarith,sympy,1,general
c3928ae8-8842-44e5-9976-b2f0b122eed0,text-davinci-002,multiarith,sympy,2,general
c3b341b9-4b1f-404c-b69a-67a2e8c12acd,text-davinci-002,multiarith,sympy,4,general
a1c1c8fa-e50f-4447-b7b1-74c85ecb5c5c,text-davinci-002,multiarith,sympy,8,general
381fee81-2b90-4e62-a067-84d6221a8e6e,text-davinci-002,multiarith,varcot,1,general
e7b0ac77-2e66-4160-b1df-67917d7a79d3,text-davinci-002,multiarith,varcot,2,general
5a7bd583-e7fe-4629-a17a-892a9fc36cf9,text-davinci-002,multiarith,varcot,4,general
84e762ed-b221-4f2b-92f9-419b5c8b2aa6,text-davinci-002,multiarith,varcot,4,general
